Mã đơn hàng,Ngày đặt hàng,Khu vực,Thành phố,Kênh bán hàng,Nhóm sản phẩm,Tên sản phẩm,Đơn giá (VNĐ),Số lượng,Doanh thu (VNĐ),Giảm giá (%),Thành tiền (VNĐ),Phí vận chuyển (VNĐ),Phương thức thanh toán,Giới tính KH,Tuổi KH,Đánh giá (sao),Trạng thái,Mã nhân viên
DH000768,2023-01-27,Miền Nam,Đồng Nai,Đại lý,Thực phẩm,Bánh tráng,30000.0,3,90000.0,0.0,90000.0,48000.0,COD,Nam,24.0,4.0,Hoàn thành,NV048
DH000769,2023-11-16,Miền Trung,Đà Nẵng,Cửa hàng,Thực phẩm,Trà xanh,56000.0,5,280000.0,10.0,252000.0,58000.0,Chuyển khoản,Nam,48.0,3.0,Đang giao,NV031
DH000770,2024-08-12,Miền Nam,Cần Thơ,Đại lý,Thời trang,Đồng hồ,54000.0,3,162000.0,0.0,162000.0,43000.0,Tiền mặt,Nữ,20.0,3.0,Hoàn thành,NV013
DH000771,2024-11-24,Miền Bắc,Hải Phòng,Đại lý,Thời trang,Quần jean,426000.0,4,1704000.0,0.0,1704000.0,34000.0,Thẻ tín dụng,Nữ,40.0,5.0,Hoàn thành,NV006
DH000772,2024-01-20,Miền Nam,Bình Dương,Siêu thị,Điện tử,Laptop,4331000.0,9,38979000.0,0.0,38979000.0,0.0,Ví điện tử,Nữ,37.0,,Đã hủy,NV017
DH000773,2024-02-11,Miền Bắc,Quảng Ninh,Online,Thời trang,Quần jean,71000.0,2,142000.0,5.0,135000.0,93000.0,Tiền mặt,Nữ,29.0,5.0,Hoàn thành,NV025
DH000774,2023-07-23,Miền Trung,Đà Nẵng,Cửa hàng,Mỹ phẩm,Sữa rửa mặt,83000.0,3,249000.0,0.0,249000.0,45000.0,Tiền mặt,Nam,50.0,4.0,Hoàn thành,NV013
DH000775,2023-03-19,Miền Nam,Cần Thơ,Cửa hàng,Văn phòng phẩm,Bút bi,16000.0,3,48000.0,20.0,38000.0,92000.0,Tiền mặt,Nữ,32.0,4.0,Hoàn thành,NV013
DH000776,2024-08-29,Miền Bắc,Bắc Ninh,Cửa hàng,Gia dụng,Bàn ủi,452000.0,3,1356000.0,5.0,1288000.0,48000.0,Ví điện tử,Nam,50.0,4.0,Hoàn thành,NV049
DH000777,2024-12-08,Miền Bắc,Bắc Ninh,Siêu thị,Văn phòng phẩm,Bút bi,19000.0,3,57000.0,0.0,57000.0,107000.0,Tiền mặt,Nam,36.0,4.0,Hoàn thành,NV030
DH000778,2024-10-04,Miền Nam,TP.HCM,Siêu thị,Gia dụng,Bàn ủi,453000.0,4,1812000.0,0.0,1812000.0,135000.0,COD,Nữ,30.0,4.0,Hoàn thành,NV007
DH000779,2023-09-06,Miền Nam,Bình Dương,Siêu thị,Điện tử,Tai nghe,9124000.0,3,27372000.0,25.0,20529000.0,0.0,Chuyển khoản,Nam,45.0,4.0,Hoàn thành,NV005
DH000780,2023-04-15,Miền Nam,TP.HCM,Đại lý,Văn phòng phẩm,Giấy A4,13000.0,8,104000.0,5.0,99000.0,89000.0,COD,Nữ,24.0,4.0,Hoàn thành,NV043
DH000781,2024-12-14,Miền Nam,TP.HCM,Cửa hàng,Điện tử,Tai nghe,615000.0,5,3075000.0,0.0,3075000.0,0.0,Chuyển khoản,Nữ,41.0,3.0,Hoàn thành,NV019
DH000782,2023-11-05,Miền Nam,Bình Dương,Đại lý,Gia dụng,Máy xay sinh tố,238000.0,3,714000.0,5.0,678000.0,126000.0,COD,Nam,45.0,4.0,Hoàn thành,NV013
DH000783,2024-12-01,Miền Bắc,Bắc Ninh,Cửa hàng,Thời trang,Quần jean,540000.0,2,1080000.0,5.0,1026000.0,22000.0,COD,Nữ,25.0,5.0,Hoàn thành,NV050
DH000784,2024-09-06,Miền Trung,Khánh Hòa,Cửa hàng,Thực phẩm,Bánh tráng,51000.0,3,153000.0,0.0,153000.0,109000.0,Tiền mặt,Nữ,38.0,5.0,Hoàn thành,NV048
DH000785,2023-05-04,Miền Bắc,Hải Phòng,Online,Gia dụng,Nồi cơm điện,779000.0,2,1558000.0,10.0,1402000.0,102000.0,Tiền mặt,Nữ,42.0,5.0,Hoàn thành,NV028
DH000786,2024-08-02,Tây Nguyên,Lâm Đồng,Cửa hàng,Thực phẩm,Gạo ST25,72000.0,4,288000.0,20.0,230000.0,120000.0,Chuyển khoản,Nữ,44.0,4.0,Hoàn thành,NV043
DH000787,2023-02-12,Miền Nam,Cần Thơ,Siêu thị,Thời trang,Túi xách,60000.0,5,300000.0,10.0,270000.0,89000.0,Chuyển khoản,Nữ,,4.0,Đang giao,NV014
DH000788,2023-12-22,Miền Trung,Đà Nẵng,Siêu thị,Thời trang,Giày thể thao,121000.0,3,363000.0,0.0,363000.0,,Thẻ tín dụng,Nam,43.0,3.0,Hoàn thành,NV046
DH000789,2024-06-29,Miền Trung,Khánh Hòa,Siêu thị,Thời trang,Đồng hồ,133000.0,4,532000.0,0.0,532000.0,49000.0,Tiền mặt,Nam,43.0,,Hoàn thành,NV007
DH000790,2024-03-14,Tây Nguyên,Đắk Lắk,Online,Văn phòng phẩm,Bìa hồ sơ,10000.0,2,20000.0,5.0,19000.0,134000.0,Ví điện tử,Nữ,32.0,5.0,Trả hàng,NV031
DH000791,2024-11-08,Miền Bắc,Hà Nội,Online,Mỹ phẩm,Sữa rửa mặt,137000.0,2,274000.0,0.0,274000.0,136000.0,Tiền mặt,,29.0,5.0,Hoàn thành,NV011
DH000792,2024-01-15,Miền Nam,Đồng Nai,Đại lý,Thực phẩm,Gạo ST25,91000.0,130,11830000.0,5.0,11238000.0,,Tiền mặt,Nữ,36.0,4.0,Hoàn thành,NV018
DH000793,2023-03-12,Miền Nam,Đồng Nai,Cửa hàng,Điện tử,Laptop,8426000.0,5,42130000.0,0.0,42130000.0,0.0,Ví điện tử,Nữ,35.0,4.0,Hoàn thành,NV031
DH000794,2024-06-02,Miền Nam,Bình Dương,Cửa hàng,Mỹ phẩm,Kem chống nắng,154000.0,3,462000.0,0.0,462000.0,20000.0,Tiền mặt,Nam,35.0,5.0,Hoàn thành,NV021
DH000795,2024-10-25,Miền Bắc,Bắc Ninh,Siêu thị,Điện tử,Laptop,1479000.0,5,7395000.0,0.0,7395000.0,0.0,Ví điện tử,Nữ,46.0,4.0,Hoàn thành,NV001
DH000796,2023-12-16,Miền Nam,Cần Thơ,Siêu thị,Thời trang,Áo thun,171000.0,8,1368000.0,0.0,1368000.0,124000.0,Tiền mặt,Nữ,31.0,4.0,Hoàn thành,NV025
DH000797,2023-01-13,Tây Nguyên,Lâm Đồng,Siêu thị,Thời trang,Quần jean,322000.0,6,1932000.0,0.0,1932000.0,126000.0,Ví điện tử,,26.0,4.0,Hoàn thành,NV009
DH000798,2024-03-06,Miền Nam,TP.HCM,Siêu thị,Mỹ phẩm,Kem chống nắng,240000.0,2,480000.0,0.0,480000.0,102000.0,Ví điện tử,Nam,48.0,,Hoàn thành,NV043
DH000799,2024-05-16,Miền Nam,TP.HCM,Siêu thị,Điện tử,Tai nghe,5264000.0,3,15792000.0,0.0,15792000.0,0.0,Thẻ tín dụng,Nữ,42.0,5.0,Hoàn thành,NV018
DH000800,2023-04-19,Tây Nguyên,Lâm Đồng,Siêu thị,Điện tử,Laptop,5214000.0,5,26070000.0,0.0,26070000.0,0.0,Chuyển khoản,Nữ,32.0,4.0,Hoàn thành,NV014
DH000801,2024-03-19,Miền Nam,TP.HCM,Cửa hàng,Thực phẩm,Cà phê,13000.0,5,65000.0,10.0,58000.0,119000.0,Tiền mặt,Nam,21.0,5.0,Hoàn thành,NV037
DH000802,2024-01-06,Miền Bắc,Hải Phòng,Online,Thời trang,Quần jean,266000.0,3,798000.0,10.0,718000.0,141000.0,Ví điện tử,Nữ,47.0,4.0,Hoàn thành,NV046
DH000803,2024-10-12,Miền Nam,Bình Dương,Siêu thị,Thực phẩm,Cà phê,115000.0,3,345000.0,0.0,345000.0,126000.0,Tiền mặt,Nữ,28.0,4.0,Đã hủy,NV022
DH000804,2024-04-15,Miền Nam,Đồng Nai,Cửa hàng,Thực phẩm,Nước mắm,38000.0,3,114000.0,10.0,103000.0,60000.0,COD,Nữ,24.0,5.0,Hoàn thành,NV015
DH000805,2024-12-25,Miền Trung,Khánh Hòa,Siêu thị,Thực phẩm,Nước mắm,99000.0,4,396000.0,0.0,396000.0,35000.0,Ví điện tử,Nữ,51.0,2.0,Hoàn thành,NV025
DH000806,2023-06-06,Miền Nam,Đồng Nai,Đại lý,Điện tử,Tai nghe,1385000.0,4,5540000.0,10.0,4986000.0,,Thẻ tín dụng,Nam,44.0,5.0,Hoàn thành,NV049
DH000807,2024-03-21,Tây Nguyên,Đắk Lắk,Đại lý,Điện tử,Laptop,2467000.0,2,4934000.0,5.0,4687000.0,0.0,COD,Nữ,34.0,4.0,Hoàn thành,NV024
DH000808,2023-06-30,Tây Nguyên,Đắk Lắk,Cửa hàng,Mỹ phẩm,Kem chống nắng,72000.0,4,288000.0,15.0,245000.0,115000.0,Thẻ tín dụng,Nam,37.0,3.0,Hoàn thành,NV047
DH000809,2024-06-18,Miền Trung,Huế,Online,Mỹ phẩm,Sữa rửa mặt,74000.0,5,370000.0,0.0,370000.0,148000.0,Tiền mặt,Nam,38.0,2.0,Hoàn thành,NV029
DH000810,2024-10-28,Miền Bắc,Bắc Ninh,Đại lý,Thời trang,Giày thể thao,536000.0,2,1072000.0,10.0,965000.0,136000.0,Chuyển khoản,Nữ,32.0,5.0,Hoàn thành,NV018
DH000811,2023-10-04,Tây Nguyên,Đắk Lắk,Đại lý,Điện tử,Laptop,5762000.0,2,11524000.0,15.0,9795000.0,0.0,Thẻ tín dụng,Nam,43.0,4.0,Hoàn thành,NV035
DH000812,2024-09-22,Miền Nam,Đồng Nai,Online,Điện tử,Điện thoại,2064000.0,4,8256000.0,0.0,8256000.0,0.0,Thẻ tín dụng,Nữ,49.0,5.0,Hoàn thành,NV013
DH000813,2024-07-05,Miền Bắc,Quảng Ninh,Đại lý,Thực phẩm,Cà phê,24000.0,5,120000.0,0.0,120000.0,54000.0,Tiền mặt,Nữ,44.0,5.0,Hoàn thành,NV030
DH000814,2024-05-10,Tây Nguyên,Đắk Lắk,Siêu thị,Gia dụng,Ấm siêu tốc,516000.0,4,2064000.0,0.0,2064000.0,0.0,Chuyển khoản,Nữ,33.0,5.0,Đã hủy,NV049
DH000815,2024-04-21,Miền Nam,Cần Thơ,Online,Thời trang,Áo thun,820000.0,4,3280000.0,10.0,2952000.0,0.0,Ví điện tử,Nam,36.0,,Hoàn thành,NV007
DH000816,2024-03-22,Miền Nam,TP.HCM,Đại lý,Gia dụng,Quạt điện,1694000.0,4,6776000.0,0.0,6776000.0,0.0,Thẻ tín dụng,Nam,26.0,5.0,Trả hàng,NV047
DH000817,2024-08-29,Miền Nam,TP.HCM,Online,Gia dụng,Bàn ủi,401000.0,4,1604000.0,20.0,1283000.0,46000.0,Ví điện tử,Nữ,41.0,4.0,Hoàn thành,NV023
DH000818,2023-10-02,Miền Trung,Huế,Siêu thị,Văn phòng phẩm,Bút bi,7000.0,3,21000.0,0.0,21000.0,140000.0,COD,Nam,18.0,,Hoàn thành,NV009
DH000819,2023-11-27,Miền Bắc,Quảng Ninh,Đại lý,Điện tử,Máy tính bảng,5483000.0,5,27415000.0,5.0,26044000.0,,Ví điện tử,Nam,35.0,5.0,Đã hủy,NV003
DH000820,2023-09-09,Miền Trung,Đà Nẵng,Cửa hàng,Điện tử,Tai nghe,1436000.0,2,2872000.0,0.0,2872000.0,0.0,Thẻ tín dụng,Nữ,25.0,5.0,Hoàn thành,NV035
DH000821,2023-03-30,Miền Nam,Đồng Nai,Đại lý,Điện tử,Máy tính bảng,6202000.0,3,18606000.0,5.0,17676000.0,0.0,Chuyển khoản,Nữ,27.0,,Hoàn thành,NV016
DH000822,2023-10-13,Miền Bắc,Hải Phòng,Đại lý,Mỹ phẩm,Sữa rửa mặt,258000.0,6,1548000.0,0.0,1548000.0,79000.0,Chuyển khoản,Nam,35.0,4.0,Hoàn thành,NV010
DH000823,2024-04-06,Miền Trung,Đà Nẵng,Siêu thị,Mỹ phẩm,Kem chống nắng,90000.0,3,270000.0,0.0,270000.0,138000.0,Ví điện tử,Nữ,29.0,4.0,Đang giao,NV022
DH000824,2023-09-07,Miền Trung,Đà Nẵng,Cửa hàng,Thực phẩm,Gạo ST25,52000.0,5,260000.0,0.0,260000.0,86000.0,Ví điện tử,Nữ,31.0,3.0,Hoàn thành,NV008
DH000825,2024-04-20,Miền Nam,Bình Dương,Cửa hàng,Điện tử,Tai nghe,9613000.0,5,48065000.0,0.0,48065000.0,0.0,Ví điện tử,Nữ,18.0,4.0,Hoàn thành,NV045
DH000826,2024-08-06,Tây Nguyên,Đắk Lắk,Cửa hàng,Thời trang,Đồng hồ,266000.0,4,1064000.0,5.0,1011000.0,113000.0,Ví điện tử,Nữ,32.0,3.0,Hoàn thành,NV013
DH000827,2024-09-16,Miền Trung,Khánh Hòa,Siêu thị,Thời trang,Quần jean,131000.0,2,262000.0,0.0,262000.0,121000.0,Ví điện tử,Nam,62.0,5.0,Hoàn thành,NV024
DH000828,2024-11-15,Miền Trung,Nghệ An,Siêu thị,Thực phẩm,Nước mắm,19000.0,4,76000.0,10.0,68000.0,35000.0,COD,Nam,,,Hoàn thành,NV045
DH000829,2024-01-24,Miền Nam,Cần Thơ,Siêu thị,Thời trang,Túi xách,162000.0,3,486000.0,0.0,486000.0,21000.0,Ví điện tử,Nữ,36.0,5.0,Hoàn thành,NV015
DH000830,2023-12-11,Miền Trung,Huế,Siêu thị,Điện tử,Máy tính bảng,1223000.0,4,4892000.0,5.0,4647000.0,0.0,Ví điện tử,Nam,33.0,3.0,Đang giao,NV027
DH000831,2023-01-30,Miền Bắc,Hà Nội,Siêu thị,Gia dụng,Bàn ủi,888000.0,4,3552000.0,0.0,3552000.0,0.0,Thẻ tín dụng,Nữ,19.0,3.0,Đã hủy,NV017
DH000832,2024-05-21,Miền Trung,Huế,Cửa hàng,Thời trang,Túi xách,122000.0,6,732000.0,0.0,732000.0,114000.0,Chuyển khoản,Nam,37.0,4.0,Hoàn thành,NV002
DH000833,2023-11-29,Miền Bắc,Bắc Ninh,Online,Thực phẩm,Bánh tráng,127000.0,2,254000.0,0.0,254000.0,131000.0,Thẻ tín dụng,Nam,41.0,3.0,Hoàn thành,NV037
DH000834,2023-07-06,Miền Bắc,Hà Nội,Siêu thị,Điện tử,Điện thoại,402000.0,2,804000.0,0.0,804000.0,,Chuyển khoản,Nam,47.0,5.0,Hoàn thành,NV028
DH000835,2024-05-14,Miền Trung,Đà Nẵng,Online,Mỹ phẩm,Serum,1631000.0,3,4893000.0,10.0,4404000.0,0.0,Ví điện tử,Nam,21.0,5.0,Hoàn thành,NV025
DH000836,2023-08-06,Miền Trung,Khánh Hòa,Đại lý,Thực phẩm,Bánh tráng,141000.0,6,846000.0,0.0,846000.0,56000.0,Chuyển khoản,Nam,45.0,5.0,Hoàn thành,NV038
DH000837,2023-12-30,Tây Nguyên,Gia Lai,Đại lý,Văn phòng phẩm,Sổ tay,16000.0,4,64000.0,0.0,64000.0,85000.0,Chuyển khoản,Nam,43.0,4.0,Trả hàng,NV030
DH000838,2023-09-22,Miền Trung,Nghệ An,Siêu thị,Thực phẩm,Cà phê,19000.0,4,76000.0,10.0,68000.0,133000.0,Thẻ tín dụng,Nam,18.0,,Trả hàng,NV010
DH000839,2023-12-15,Miền Nam,Đồng Nai,Đại lý,Văn phòng phẩm,Bút bi,15000.0,2,30000.0,0.0,30000.0,36000.0,COD,Nam,20.0,3.0,Hoàn thành,NV006
DH000840,2023-10-14,Miền Nam,TP.HCM,Online,Mỹ phẩm,Kem chống nắng,141000.0,4,564000.0,15.0,479000.0,123000.0,Chuyển khoản,Nam,21.0,4.0,Hoàn thành,NV042
DH000841,2024-09-02,Miền Bắc,Hà Nội,Đại lý,Thực phẩm,Cà phê,23000.0,4,92000.0,5.0,87000.0,45000.0,Tiền mặt,Nữ,46.0,5.0,Hoàn thành,NV032
DH000842,2024-12-19,Miền Nam,TP.HCM,Đại lý,Văn phòng phẩm,Bìa hồ sơ,17000.0,6,102000.0,10.0,92000.0,45000.0,Thẻ tín dụng,Nam,34.0,4.0,Hoàn thành,NV042
DH000843,2023-10-10,Miền Bắc,Bắc Ninh,Online,Thời trang,Áo thun,155000.0,4,620000.0,0.0,620000.0,40000.0,Thẻ tín dụng,Nam,34.0,4.0,Hoàn thành,NV010
DH000844,2024-07-23,Tây Nguyên,Đắk Lắk,Đại lý,Thời trang,Túi xách,169000.0,3,507000.0,30.0,355000.0,35000.0,Ví điện tử,Nam,49.0,5.0,Hoàn thành,NV009
DH000845,2023-01-11,Miền Bắc,Hải Phòng,Siêu thị,Điện tử,Điện thoại,1566000.0,3,4698000.0,0.0,4698000.0,0.0,Ví điện tử,Nữ,29.0,4.0,Đang giao,NV031
DH000846,2024-06-13,Miền Trung,Nghệ An,Online,Thực phẩm,Nước mắm,35000.0,8,280000.0,20.0,224000.0,135000.0,Chuyển khoản,Nữ,36.0,5.0,Trả hàng,NV017
DH000847,2023-07-15,Miền Bắc,Hải Phòng,Online,Gia dụng,Bàn ủi,2142000.0,2,4284000.0,0.0,4284000.0,0.0,Tiền mặt,Nữ,22.0,5.0,Hoàn thành,NV043
DH000848,2023-03-29,Tây Nguyên,Đắk Lắk,Cửa hàng,Gia dụng,Quạt điện,344000.0,2,688000.0,0.0,688000.0,47000.0,Ví điện tử,Nữ,42.0,5.0,Hoàn thành,NV010
DH000849,2023-09-05,Miền Nam,TP.HCM,Cửa hàng,Điện tử,Loa bluetooth,3395000.0,4,13580000.0,0.0,13580000.0,0.0,Thẻ tín dụng,Nam,36.0,5.0,Đã hủy,NV042
DH000850,2024-02-21,Miền Nam,TP.HCM,Online,Thực phẩm,Gạo ST25,55000.0,6,330000.0,5.0,314000.0,27000.0,Tiền mặt,Nữ,39.0,2.0,Hoàn thành,NV038
DH000851,2024-05-15,Miền Bắc,Bắc Ninh,Online,Điện tử,Laptop,3054000.0,3,9162000.0,15.0,7788000.0,0.0,COD,Nữ,42.0,4.0,Hoàn thành,NV043
DH000852,2024-07-22,Miền Nam,TP.HCM,Cửa hàng,Gia dụng,Ấm siêu tốc,675000.0,6,4050000.0,0.0,4050000.0,0.0,COD,Nam,37.0,4.0,Trả hàng,NV006
DH000853,2023-09-04,Miền Bắc,Hà Nội,Siêu thị,Điện tử,Loa bluetooth,5759000.0,3,17277000.0,0.0,17277000.0,0.0,Ví điện tử,Nữ,29.0,4.0,Hoàn thành,NV027
DH000854,2024-12-08,Miền Nam,Bình Dương,Đại lý,Văn phòng phẩm,Sổ tay,17000.0,3,51000.0,0.0,51000.0,117000.0,Tiền mặt,Nữ,50.0,5.0,Hoàn thành,NV038
DH000855,2024-05-02,Miền Bắc,Hải Phòng,Đại lý,Thời trang,Áo thun,359000.0,4,1436000.0,0.0,1436000.0,106000.0,Tiền mặt,Nữ,49.0,5.0,Hoàn thành,NV043
DH000856,2024-10-23,Miền Bắc,Hà Nội,Đại lý,Thời trang,Áo thun,314000.0,7,2198000.0,30.0,1539000.0,84000.0,Chuyển khoản,Nữ,37.0,4.0,Hoàn thành,NV006
DH000857,2024-12-29,Miền Bắc,Hải Phòng,Online,Mỹ phẩm,Son môi,177000.0,1,177000.0,0.0,177000.0,149000.0,Tiền mặt,Nam,32.0,5.0,Đã hủy,NV022
DH000858,2024-05-17,Miền Trung,Đà Nẵng,Siêu thị,Thực phẩm,Cà phê,29000.0,3,87000.0,15.0,74000.0,110000.0,Ví điện tử,Nam,50.0,3.0,Hoàn thành,NV029
DH000859,2024-04-03,Miền Nam,Cần Thơ,Cửa hàng,Điện tử,Loa bluetooth,1859000.0,5,9295000.0,5.0,8830000.0,0.0,Tiền mặt,Nữ,39.0,5.0,Đang giao,NV015
DH000860,2023-01-18,Miền Bắc,Hải Phòng,Siêu thị,Thực phẩm,Trà xanh,58000.0,8,464000.0,0.0,464000.0,131000.0,Tiền mặt,Nữ,41.0,5.0,Hoàn thành,NV047
DH000861,2023-04-06,Miền Nam,TP.HCM,Siêu thị,Điện tử,Điện thoại,3241000.0,3,9723000.0,0.0,9723000.0,0.0,Chuyển khoản,Nữ,42.0,4.0,Đã hủy,NV002
DH000862,2023-10-29,Miền Trung,Khánh Hòa,Đại lý,Văn phòng phẩm,Bìa hồ sơ,16000.0,146,2336000.0,15.0,1986000.0,127000.0,Chuyển khoản,Nữ,34.0,4.0,Đang giao,NV018
DH000863,2023-08-15,Miền Nam,TP.HCM,Cửa hàng,Thực phẩm,Nước mắm,43000.0,6,258000.0,0.0,258000.0,16000.0,Chuyển khoản,Nữ,22.0,5.0,Đã hủy,NV010
DH000864,2024-02-19,Miền Trung,Nghệ An,Siêu thị,Thời trang,Túi xách,287000.0,4,1148000.0,0.0,1148000.0,118000.0,COD,Nam,18.0,5.0,Hoàn thành,NV001
DH000865,2024-12-09,Miền Trung,Nghệ An,Cửa hàng,Thực phẩm,Cà phê,36000.0,3,108000.0,0.0,108000.0,96000.0,COD,Nam,26.0,4.0,Trả hàng,NV013
DH000866,2023-09-07,Miền Nam,Cần Thơ,Online,Điện tử,Laptop,2913000.0,7,20391000.0,0.0,20391000.0,0.0,Thẻ tín dụng,Nữ,43.0,5.0,Đang giao,NV013
DH000867,2023-11-10,Miền Bắc,Hải Phòng,Đại lý,Mỹ phẩm,Serum,164000.0,7,1148000.0,0.0,1148000.0,112000.0,Tiền mặt,Nam,41.0,4.0,Hoàn thành,NV033
DH000868,2024-11-10,Miền Bắc,Bắc Ninh,Cửa hàng,Văn phòng phẩm,Bút bi,16000.0,5,80000.0,20.0,64000.0,34000.0,Ví điện tử,Nam,41.0,4.0,Hoàn thành,NV023
DH000869,2024-08-18,Miền Nam,Đồng Nai,Online,Mỹ phẩm,Sữa rửa mặt,492000.0,6,2952000.0,5.0,2804000.0,0.0,COD,Nữ,27.0,4.0,Đang giao,NV033
DH000870,2024-01-13,Tây Nguyên,Đắk Lắk,Online,Thời trang,Áo thun,170000.0,3,510000.0,20.0,408000.0,18000.0,COD,Nữ,49.0,4.0,Hoàn thành,NV035
DH000871,2024-04-29,Miền Trung,Huế,Online,Thời trang,Túi xách,484000.0,3,1452000.0,0.0,1452000.0,77000.0,Thẻ tín dụng,Nam,60.0,5.0,Đang giao,NV037
DH000872,2024-07-20,Miền Bắc,Hải Phòng,Siêu thị,Điện tử,Máy tính bảng,2081000.0,3,6243000.0,10.0,5619000.0,0.0,Tiền mặt,Nam,21.0,5.0,Hoàn thành,NV046
DH000873,2024-06-27,Miền Nam,TP.HCM,Siêu thị,Gia dụng,Nồi cơm điện,2058000.0,6,12348000.0,10.0,11113000.0,0.0,Ví điện tử,Nữ,31.0,4.0,Hoàn thành,NV018
DH000874,2023-12-19,Miền Trung,Nghệ An,,Thực phẩm,Bánh tráng,44000.0,4,176000.0,0.0,176000.0,115000.0,Thẻ tín dụng,Nữ,25.0,2.0,Hoàn thành,NV040
DH000875,2024-03-11,Miền Bắc,Quảng Ninh,Đại lý,Thực phẩm,Gạo ST25,76000.0,2,152000.0,0.0,152000.0,139000.0,Chuyển khoản,Nữ,29.0,3.0,Hoàn thành,NV038
DH000876,2024-07-17,Miền Bắc,Hải Phòng,Online,Văn phòng phẩm,Kẹp giấy,15000.0,3,45000.0,15.0,38000.0,26000.0,Tiền mặt,Nữ,27.0,5.0,Đang giao,NV050
DH000877,2023-12-05,Miền Nam,TP.HCM,,Điện tử,Máy tính bảng,378000.0,2,756000.0,10.0,680000.0,94000.0,Tiền mặt,Nữ,18.0,3.0,Hoàn thành,NV024
DH000878,2023-12-27,Miền Nam,Đồng Nai,Siêu thị,Điện tử,Loa bluetooth,1071000.0,2,2142000.0,0.0,2142000.0,0.0,Thẻ tín dụng,Nam,52.0,5.0,Hoàn thành,NV016
DH000879,2024-12-20,Miền Bắc,Quảng Ninh,Đại lý,Điện tử,Tai nghe,5753000.0,2,11506000.0,0.0,11506000.0,0.0,Chuyển khoản,Nam,37.0,2.0,Hoàn thành,NV005
DH000880,2024-04-09,Miền Bắc,Hà Nội,Cửa hàng,Thời trang,Túi xách,212000.0,5,1060000.0,0.0,1060000.0,26000.0,Chuyển khoản,Nữ,35.0,4.0,Hoàn thành,NV012
DH000881,2023-10-05,Miền Bắc,Bắc Ninh,Siêu thị,Điện tử,Máy tính bảng,139000.0,7,973000.0,0.0,973000.0,46000.0,Ví điện tử,Nữ,,4.0,Hoàn thành,NV024
DH000882,2023-11-10,Miền Nam,Cần Thơ,Online,Thực phẩm,Nước mắm,49000.0,4,196000.0,0.0,196000.0,77000.0,COD,Nữ,18.0,5.0,Hoàn thành,NV044
DH000883,2023-09-15,Miền Bắc,Bắc Ninh,Online,Thời trang,Áo thun,125000.0,4,500000.0,10.0,450000.0,16000.0,Tiền mặt,Nữ,30.0,4.0,Hoàn thành,NV047
DH000884,2023-08-25,Miền Bắc,Hải Phòng,Đại lý,Điện tử,Máy tính bảng,2343000.0,3,7029000.0,0.0,7029000.0,0.0,Ví điện tử,Nữ,33.0,4.0,Hoàn thành,NV005
DH000885,2023-05-04,Miền Nam,TP.HCM,Siêu thị,Gia dụng,Máy xay sinh tố,1481000.0,4,5924000.0,0.0,5924000.0,0.0,Tiền mặt,Nam,47.0,5.0,Đang giao,NV006
DH000886,2023-07-17,Miền Bắc,Quảng Ninh,Online,Thời trang,Túi xách,555000.0,4,2220000.0,0.0,2220000.0,0.0,COD,Nữ,36.0,5.0,Hoàn thành,NV030
DH000887,2023-11-20,Miền Nam,Bình Dương,Online,Gia dụng,Máy xay sinh tố,1466000.0,147,215502000.0,0.0,215502000.0,0.0,Ví điện tử,Nam,51.0,5.0,Hoàn thành,NV047
DH000888,2023-05-03,Miền Bắc,Hà Nội,Siêu thị,Thời trang,Áo thun,191000.0,99,18909000.0,0.0,18909000.0,0.0,Chuyển khoản,Nam,50.0,5.0,Hoàn thành,NV021
DH000889,2024-07-02,Miền Bắc,Hà Nội,Siêu thị,Thực phẩm,Bánh tráng,46000.0,5,230000.0,5.0,218000.0,74000.0,Chuyển khoản,Nữ,24.0,3.0,Đang giao,NV048
DH000890,2024-12-07,Miền Bắc,Hải Phòng,Online,Văn phòng phẩm,Bìa hồ sơ,9000.0,4,36000.0,0.0,36000.0,142000.0,Thẻ tín dụng,Nam,32.0,5.0,Đã hủy,NV007
DH000891,2023-07-09,Miền Nam,Đồng Nai,Đại lý,Điện tử,Máy tính bảng,880000.0,4,3520000.0,0.0,3520000.0,0.0,Thẻ tín dụng,,39.0,5.0,Hoàn thành,NV015
DH000892,2023-07-16,Miền Nam,Bình Dương,Đại lý,Thực phẩm,Trà xanh,29000.0,3,87000.0,0.0,87000.0,88000.0,COD,Nữ,26.0,3.0,Hoàn thành,NV021
DH000893,2023-08-10,Miền Nam,Đồng Nai,Đại lý,Mỹ phẩm,Son môi,62000.0,3,186000.0,5.0,177000.0,114000.0,COD,Nam,28.0,4.0,Hoàn thành,NV021
DH000894,2024-05-10,Miền Trung,Đà Nẵng,Cửa hàng,Thực phẩm,Gạo ST25,113000.0,7,791000.0,0.0,791000.0,45000.0,Tiền mặt,Nam,34.0,4.0,Đã hủy,NV010
DH000895,2023-10-11,Miền Nam,Cần Thơ,Siêu thị,Thời trang,Giày thể thao,56000.0,5,280000.0,0.0,280000.0,17000.0,Ví điện tử,Nữ,33.0,5.0,Hoàn thành,NV027
DH000896,2024-08-26,Miền Bắc,Quảng Ninh,Online,Thực phẩm,Bánh tráng,114000.0,2,228000.0,25.0,171000.0,121000.0,Ví điện tử,Nữ,26.0,,Trả hàng,NV044
